Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.487781 	 TrialNumber 	 1 	 TrialTime 	 4.500257 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 5.318154 	 StimulusOff 	 5.821450 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 10 	 TrialTime 	 9.320806 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 9.387279 	 StimulusOff 	 9.903961 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 11 	 TrialTime 	 9.904139 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 9.953953 	 StimulusOff 	 10.470613 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 12 	 TrialTime 	 10.470770 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 10.520611 	 StimulusOff 	 11.037301 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 13 	 TrialTime 	 11.037485 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 11.087258 	 StimulusOff 	 11.603972 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 14 	 TrialTime 	 11.604140 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 11.670607 	 StimulusOff 	 12.187264 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 15 	 TrialTime 	 12.187445 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 12.253975 	 StimulusOff 	 12.770627 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 16 	 TrialTime 	 12.772092 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 12.820629 	 StimulusOff 	 13.337293 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 17 	 TrialTime 	 13.337482 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 13.370628 	 StimulusOff 	 13.887306 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 18 	 TrialTime 	 13.887465 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 13.920626 	 StimulusOff 	 14.437297 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 19 	 TrialTime 	 14.437479 	 ImageNumber 	 14 	 Dot 	 Yes 	 StimulusOn 	 14.470627 	 StimulusOff 	 14.987276 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 20 	 TrialTime 	 14.987445 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 15.020677 	 StimulusOff 	 15.537332 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 21 	 TrialTime 	 15.537514 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 15.570633 	 StimulusOff 	 16.087276 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 22 	 TrialTime 	 16.087443 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 16.120644 	 StimulusOff 	 16.637261 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 23 	 TrialTime 	 16.637395 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 16.670618 	 StimulusOff 	 17.187276 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 24 	 TrialTime 	 17.187427 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 17.220611 	 StimulusOff 	 17.737335 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 25 	 TrialTime 	 17.737515 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 17.770695 	 StimulusOff 	 18.287335 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 26 	 TrialTime 	 18.287517 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 18.337339 	 StimulusOff 	 18.854005 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 27 	 TrialTime 	 18.854178 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 18.887312 	 StimulusOff 	 19.404008 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 28 	 TrialTime 	 19.404185 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 19.453999 	 StimulusOff 	 19.970695 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 29 	 TrialTime 	 19.970875 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 20.004024 	 StimulusOff 	 20.520662 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038337 	 TrialNumber 	 30 	 TrialTime 	 20.522449 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 20.553996 	 StimulusOff 	 21.070654 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 1 	 TrialTime 	 24.104471 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 24.170656 	 StimulusOff 	 24.687374 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 2 	 TrialTime 	 24.687564 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 24.737366 	 StimulusOff 	 25.254032 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 3 	 TrialTime 	 25.254187 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 25.304032 	 StimulusOff 	 25.820675 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 4 	 TrialTime 	 25.820836 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 25.870669 	 StimulusOff 	 26.387384 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 5 	 TrialTime 	 26.387569 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 26.454035 	 StimulusOff 	 26.970704 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 6 	 TrialTime 	 26.970871 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 27.020696 	 StimulusOff 	 27.537401 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 7 	 TrialTime 	 27.537597 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 27.587390 	 StimulusOff 	 28.104057 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 8 	 TrialTime 	 28.104210 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 28.154068 	 StimulusOff 	 28.670755 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 9 	 TrialTime 	 28.670935 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 28.720730 	 StimulusOff 	 29.237397 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 10 	 TrialTime 	 29.237556 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 29.287395 	 StimulusOff 	 29.804041 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 11 	 TrialTime 	 29.804217 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 29.854101 	 StimulusOff 	 30.370749 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 12 	 TrialTime 	 30.370913 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 30.420775 	 StimulusOff 	 30.937466 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 13 	 TrialTime 	 30.937649 	 ImageNumber 	 11 	 Dot 	 Yes 	 StimulusOn 	 30.987412 	 StimulusOff 	 31.504076 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 14 	 TrialTime 	 31.505572 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 31.554035 	 StimulusOff 	 32.070758 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 15 	 TrialTime 	 32.070935 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 32.120804 	 StimulusOff 	 32.637422 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 16 	 TrialTime 	 32.637602 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 32.687417 	 StimulusOff 	 33.204106 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 17 	 TrialTime 	 33.204281 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 33.237414 	 StimulusOff 	 33.754064 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 18 	 TrialTime 	 33.754240 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 33.787420 	 StimulusOff 	 34.304075 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 19 	 TrialTime 	 34.304224 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 34.337426 	 StimulusOff 	 34.854071 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 20 	 TrialTime 	 34.854248 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 34.887414 	 StimulusOff 	 35.404079 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 21 	 TrialTime 	 35.404223 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 35.437498 	 StimulusOff 	 35.954140 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 22 	 TrialTime 	 35.954318 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 35.987425 	 StimulusOff 	 36.504108 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 23 	 TrialTime 	 36.504261 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 36.537430 	 StimulusOff 	 37.054121 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 24 	 TrialTime 	 37.054299 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 37.087449 	 StimulusOff 	 37.604146 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 25 	 TrialTime 	 37.604325 	 ImageNumber 	 4 	 Dot 	 Yes 	 StimulusOn 	 37.637452 	 StimulusOff 	 38.154114 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 26 	 TrialTime 	 38.154269 	 ImageNumber 	 11 	 Dot 	 Yes 	 StimulusOn 	 38.187490 	 StimulusOff 	 38.704153 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 27 	 TrialTime 	 38.705480 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 38.737500 	 StimulusOff 	 39.254126 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 28 	 TrialTime 	 39.254286 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 39.287438 	 StimulusOff 	 39.804151 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 29 	 TrialTime 	 39.804328 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 39.837414 	 StimulusOff 	 40.354136 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 21.070831 	 TrialNumber 	 30 	 TrialTime 	 40.354302 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 40.387442 	 StimulusOff 	 40.904143 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 40.904326 	 TrialNumber 	 1 	 TrialTime 	 43.937830 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 40.387442 	 StimulusOff 	 40.904143 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 40.904326 	 TrialNumber 	 1 	 TrialTime 	 43.937830 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 40.387442 	 StimulusOff 	 40.904143 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 40.904326 	 TrialNumber 	 1 	 TrialTime 	 43.937830 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 40.387442 	 StimulusOff 	 40.904143 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 564.105574 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 40.904326 	 TrialNumber 	 1 	 TrialTime 	 43.937830 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 40.387442 	 StimulusOff 	 40.904143 	 ButtonPressed 	 107.000000 	 
eyboard_not_recorded 	 Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 1 	 TrialTime 	 4.041642 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 4.154409 	 StimulusOff 	 5.171103 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 2 	 TrialTime 	 5.172402 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 5.221070 	 StimulusOff 	 6.237754 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 3 	 TrialTime 	 6.238850 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 6.287725 	 StimulusOff 	 7.304425 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 4 	 TrialTime 	 7.305722 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 7.354412 	 StimulusOff 	 8.371195 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 5 	 TrialTime 	 8.372318 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 8.404396 	 StimulusOff 	 9.421086 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 6 	 TrialTime 	 9.422372 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 9.454397 	 StimulusOff 	 10.471067 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 7 	 TrialTime 	 10.472202 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 10.521092 	 StimulusOff 	 11.537781 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 8 	 TrialTime 	 11.538869 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 11.571052 	 StimulusOff 	 12.587748 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 9 	 TrialTime 	 12.588803 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 12.621045 	 StimulusOff 	 13.637783 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 10 	 TrialTime 	 13.638895 	 ImageNumber 	 14 	 Dot 	 Yes 	 StimulusOn 	 13.687766 	 StimulusOff 	 14.704465 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 11 	 TrialTime 	 14.705782 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 14.754433 	 StimulusOff 	 15.771139 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 12 	 TrialTime 	 15.772214 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 15.821120 	 StimulusOff 	 16.837804 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 13 	 TrialTime 	 16.840058 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 16.887792 	 StimulusOff 	 17.904446 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 14 	 TrialTime 	 17.905611 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 17.954440 	 StimulusOff 	 18.971184 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 15 	 TrialTime 	 18.972366 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 19.021159 	 StimulusOff 	 20.037779 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 16 	 TrialTime 	 20.038841 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 20.087862 	 StimulusOff 	 21.104471 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 17 	 TrialTime 	 21.105615 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 21.137825 	 StimulusOff 	 22.154471 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 18 	 TrialTime 	 22.155487 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 22.204451 	 StimulusOff 	 23.221184 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 19 	 TrialTime 	 23.222390 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 23.254501 	 StimulusOff 	 24.271181 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 20 	 TrialTime 	 24.272483 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 24.304503 	 StimulusOff 	 25.321187 	 ButtonPressed 	 0.000000 	 
